date,Negative_News_Raw,Positive_News_Raw,News_Sentiment_Normalized,Negative_News_Normalized,Positive_News_Normalized,News_Intensity_Normalized,News_Sentiment_Change,News_Shock_Indicator,Dominant_Tone
2020-02-03,0.016681454201513013,0.0,-0.003206526460416588,0.003206526460416588,0.0,0.003206526460416588,-0.0016023088076072185,0.001068236909871514,0
2020-02-04,0.01668242343593551,0.0,-0.004808881825223859,0.004808881825223859,0.0,0.004808881825223859,-0.001602355364807271,0.0016022932885405344,0
2020-02-05,0.01668436190478051,0.0,-0.0064114234188313406,0.0064114234188313406,0.0,0.0064114234188313406,-0.0016025415936074816,0.0016024019220073236,0
2020-02-06,0.016685331139203008,0.0,-0.008014058126838926,0.008014058126838926,0.0,0.008014058126838926,-0.0016026347080075852,0.0016025105554741126,0
2020-02-07,0.016685331139203008,0.0,-0.009616692834846513,0.009616692834846513,0.0,0.009616692834846513,-0.001602634708007587,0.001602603669874218,0
2020-02-08,0.016685331139203008,0.0,-0.011219560328854359,0.011219560328854359,0.0,0.011219560328854359,-0.001602867494007846,0.001602712303341006,0
2020-02-09,0.016685331139203008,0.0,-0.011219979343654833,0.011219979343654833,0.0,0.011219979343654833,-4.190148004748484e-07,0.0010686404056053026,0
2020-02-10,0.01668484652199176,0.0,-0.0112203052440552,0.0112203052440552,0.0,0.0112203052440552,-3.2590040036604984e-07,0.0005345374697362289,0
2020-02-11,0.024993394013846704,0.0,-0.012018740608800706,0.012018740608800706,0.0,0.012018740608800706,-0.0007984353647455065,0.00026639342664878246,0
2020-02-12,0.024991455545001706,0.0,-0.012816803515945793,0.012816803515945793,0.0,0.012816803515945793,-0.0007980629071450869,0.0005322747240969865,0
2020-02-13,0.024990486310579207,0.0,-0.013614680194290671,0.013614680194290671,0.0,0.013614680194290671,-0.000797876678344878,0.0007981249834118238,0
2020-02-14,0.024991455545001706,0.0,-0.014412649987035654,0.014412649987035654,0.0,0.014412649987035654,-0.0007979697927449833,0.0007979697927449828,0
2020-02-15,0.024991940162212956,0.0,-0.015210666336980688,0.015210666336980688,0.0,0.015210666336980688,-0.0007980163499450334,0.0007979542736782983,0
2020-02-16,0.024991940162212956,0.0,-0.016008682686925724,0.016008682686925724,0.0,0.016008682686925724,-0.0007980163499450368,0.0007980008308783511,0
2020-02-17,0.024991940162212956,0.0,-0.01680674559407081,0.01680674559407081,0.0,0.01680674559407081,-0.0007980629071450869,0.0007980318690117191,0
2020-02-18,0.024991940162212956,0.0,-0.016806605922470654,0.016806605922470654,0.0,0.016806605922470654,1.3967160015712632e-07,0.0005320729762300936,0
2020-02-19,0.024992909396635454,0.0,-0.01680674559407081,0.01680674559407081,0.0,0.01680674559407081,-1.3967160015712632e-07,0.00026611408344846707,0
2020-02-20,0.0249953324826917,0.0,-0.016807211166071336,0.016807211166071336,0.0,0.016807211166071336,-4.655720005249109e-07,2.483050669463878e-07,0
2020-02-21,0.02499581709990295,0.0,-0.016807630180871808,0.016807630180871808,0.0,0.016807630180871808,-4.1901480047137896e-07,3.4141946705113874e-07,0
2020-02-22,0.02499581709990295,0.0,-0.01680800263847223,0.01680800263847223,0.0,0.01680800263847223,-3.724576004213165e-07,4.190148004725354e-07,0
2020-02-23,0.02499775556874795,0.0,-0.016808561324872857,0.016808561324872857,0.0,0.016808561324872857,-5.586864006285053e-07,4.5005293384040024e-07,0
2020-02-24,0.025001632506437946,0.0,-0.016809492468873907,0.016809492468873907,0.0,0.016809492468873907,-9.311440010498218e-07,6.207626673665478e-07,0
2020-02-25,0.025001632506437946,0.0,-0.016810423612874954,0.016810423612874954,0.0,0.016810423612874954,-9.311440010463523e-07,8.069914675748931e-07,0
2020-02-26,0.025002601740860445,0.0,-0.016811354756876007,0.016811354756876007,0.0,0.016811354756876007,-9.311440010532912e-07,9.311440010498218e-07,0
2020-02-27,0.025002117123649196,0.0,-0.01681200655767674,0.01681200655767674,0.0,0.01681200655767674,-6.518008007320997e-07,8.380296009439144e-07,0
2020-02-28,0.025004540209705443,0.0,-0.016812844587277685,0.016812844587277685,0.0,0.016812844587277685,-8.380296009462274e-07,8.069914675772061e-07,0
2020-02-29,0.02500647867855044,0.0,-0.01681386884567884,0.01681386884567884,0.0,0.01681386884567884,-1.0242584011534162e-06,8.380296009439144e-07,0
2020-03-01,0.03334599330495625,0.0,-0.01761588446821121,0.01761588446821121,0.0,0.01761588446821121,-0.0008020156225323725,0.00026795930351149075,0
2020-03-02,0.0333464779221675,0.0,-0.01841757419034322,0.01841757419034322,0.0,0.01841757419034322,-0.0008016897221320082,0.0005349098676885114,0
2020-03-03,0.03335520103196999,0.0,-0.01922010194207617,0.01922010194207617,0.0,0.01922010194207617,-0.000802527751732951,0.0008020776987991106,0
2020-03-04,0.03337022416551872,0.0,-0.02002397985261064,0.02002397985261064,0.0,0.02002397985261064,-0.0008038779105344687,0.0008026984614664759,0
2020-03-05,0.06117300502013913,0.0,-0.023498918886513617,0.023498918886513617,0.0,0.023498918886513617,-0.0034749390339029775,0.0016937815653901324,0
2020-03-06,0.0612030512872366,0.0,-0.026976511680819583,0.026976511680819583,0.0,0.026976511680819583,-0.0034775927943059663,0.002585469912914471,0
2020-03-07,0.06123842834365781,0.0,-0.030457316921929174,0.030457316921929174,0.0,0.030457316921929174,-0.0034808052411095906,0.0034777790231061783,0
2020-03-08,0.06129949011227525,0.0,-0.03314281077731394,0.03314281077731394,0.0,0.03314281077731394,-0.0026854938553847636,0.0032146306302667737,0
2020-03-09,0.06136588267021643,0.0,-0.03583463641190585,0.03583463641190585,0.0,0.03583463641190585,-0.0026918256345919156,0.0029527082436954233,0
2020-03-10,1.0614598984091987,0.0,-0.13460470680881834,0.13460470680881834,0.0,0.13460470680881834,-0.09877007039691249,0.034715796628963055,-1
2020-03-11,2.0658019380723234,0.0,-0.3298605245981971,0.3298605245981971,0.0,0.3298605245981971,-0.19525581778937875,0.09890590460696107,-1
2020-03-12,1.8410080771792636,0.0,-0.5008493702094613,0.5008493702094613,0.0,0.5008493702094613,-0.1709888456112642,0.1550049112658518,-1
2020-03-13,1.591228578010382,0.0,-0.6478390001265684,0.6478390001265684,0.0,0.6478390001265684,-0.14698962991710707,0.17107809777258334,-1
2020-03-14,0.858223104243588,0.0,-0.7244053583435016,0.7244053583435016,0.0,0.7244053583435016,-0.07656635821693325,0.13151494458176818,-1
2020-03-15,1.025279204740495,0.0,-0.8170149383968937,0.8170149383968937,0.0,0.8170149383968937,-0.09260958005339204,0.10538852272914412,-1
2020-03-16,1.9591292073957314,0.0,-0.9993331572105968,0.9993331572105968,0.0,0.9993331572105968,-0.18231821881370314,0.11716471902800947,-1
2020-03-17,1.0684011124980652,0.0,-1.0,1.0,0.0,1.0,-0.0006668427894032103,0.09186488055216613,-1
2020-03-18,0.16936016995912792,0.0,-0.8178087431970386,0.8178087431970386,0.0,0.8178087431970386,0.18219125680296144,0.12172543946868926,-1
2020-03-19,0.20680415658279602,0.0,-0.6608106896991863,0.6608106896991863,0.0,0.6608106896991863,0.15699805349785223,0.11328538436340563,-1
2020-03-20,0.20890594142798505,0.0,-0.5280108839257154,0.5280108839257154,0.0,0.5280108839257154,0.13279980577347095,0.15732970535809487,-1
2020-03-21,0.22819609194029922,0.0,-0.46748415691444895,0.46748415691444895,0.0,0.46748415691444895,0.060526727011266435,0.11677486209419653,-1
2020-03-22,0.2313902039796446,0.0,-0.39121520036506274,0.39121520036506274,0.0,0.39121520036506274,0.0762689565493862,0.08986516311137453,-1
2020-03-23,0.2352143183936143,0.0,-0.22559860958457206,0.22559860958457206,0.0,0.22559860958457206,0.16561659078049068,0.10080409144704777,-1
2020-03-24,0.2393965649266974,0.0,-0.14595610067291293,0.14595610067291293,0.0,0.14595610067291293,0.07964250891165914,0.10717601874717868,-1
2020-03-25,0.24346008024302435,0.8333333333333333,-0.09741382949240973,0.15307488281039006,0.055661053317980325,0.20873593612837038,0.048542271180503194,0.09793379029088434,0
2020-03-26,0.24738693350577895,1.25,-0.01782103895177864,0.15697367224672942,0.13915263329495078,0.2961263055416802,0.07959279054063109,0.06925919021093115,0
2020-03-27,0.2518710965614705,2.5,0.14503445637036508,0.1611013368785267,0.3061357932488918,0.4672371301274185,0.16285549532214372,0.09699685234775934,1
2020-03-28,0.25786144990972537,1.25,0.2256760839033241,0.1639512893225381,0.3896273732258622,0.5535786625484003,0.08064162753295903,0.10769663779857795,1
2020-03-29,0.2640572809555501,0.8333333333333333,0.2781988094801682,0.16708961706367442,0.4452884265438426,0.612378043607517,0.052522725576844065,0.09867328281064895,1
2020-03-30,0.26966090976922796,0.0,0.2748895237004392,0.1703989028434034,0.4452884265438426,0.615687329387246,-0.0033092857797289987,0.04549121296317737,1
2020-03-31,0.27712207635362507,0.0,0.2712652319051553,0.17402319463868732,0.4452884265438426,0.6193116211825299,-0.003624291795283896,0.019818767717285652,1
2020-04-01,0.2794395158578201,0.0,0.21214763238367992,0.1774797408421823,0.3896273732258622,0.5671071140680445,-0.059117599521475356,0.02201705903216275,1
2020-04-02,0.8852200299536039,0.0,0.06737939449594713,0.23875639875294466,0.3061357932488918,0.5448921920018365,-0.1447682378877328,0.06917004306816402,0
2020-04-03,1.4922755719321854,0.0,-0.2187694862893015,0.3579221195842523,0.13915263329495078,0.4970747528792031,-0.28614888078524864,0.1633449060648189,-1
2020-04-04,0.8977595002946845,0.0,-0.36373610440645787,0.4193971577244382,0.055661053317980325,0.4750582110424185,-0.14496661811715636,0.1919612455967126,-1
2020-04-05,0.3034358216900498,0.0,-0.42318025612910115,0.42318025612910115,0.0,0.42318025612910115,-0.05944415172264328,0.16351988354168276,-1
2020-04-06,0.3089900195481802,0.0,-0.4269586056993586,0.4269586056993586,0.0,0.4269586056993586,-0.0037783495702574665,0.06939637313668572,-1
2020-04-07,0.3093888595130385,0.6,-0.3899825188043058,0.43005847719325163,0.040075958388945836,0.4701344355821975,0.03697608689505283,0.03339952939598454,-1
2020-04-08,0.3157339526599281,0.9,-0.33335538960441613,0.43354528557678074,0.10018989597236458,0.5337351815491453,0.05662712919988966,0.032460521888400005,-1
2020-04-09,0.3186876945624937,1.8,-0.1587007242561348,0.3791184953953369,0.22041777113920208,0.599536266534539,0.17465466534828133,0.08941929381440795,-1
2020-04-10,0.3213404891768734,0.9,0.013905006088271166,0.2666267026343497,0.28053170872262084,0.5471584113569705,0.17260573034440596,0.13462917496419233,0
2020-04-11,0.3237407982241921,0.6,0.10912697028507126,0.21148069682649542,0.3206076671115667,0.5320883639380621,0.0952219641968001,0.1474941199631625,1
2020-04-12,0.32428453873521407,0.0,0.1071240329816143,0.2134836341299524,0.3206076671115667,0.534091301241519,-0.002002937303456964,0.08994354394822102,1
2020-04-13,0.32399425302567564,0.0,0.10568257551079002,0.21492509160077666,0.3206076671115667,0.5355327587123433,-0.0014414574708242756,0.0328887863236938,1
2020-04-14,0.32404756091891307,0.0,0.06419835493465731,0.21633335378796353,0.28053170872262084,0.4968650625105844,-0.04148422057613271,0.01497620511680467,0
2020-04-15,0.3224071316588335,0.0,0.003443324706516121,0.21697444643268596,0.22041777113920208,0.43739221757188806,-0.06075503022814119,0.03456023609169941,0
2020-04-16,0.32042213956155563,0.0,-0.1169511786793091,0.21714107465167368,0.10018989597236458,0.31733097062403826,-0.12039450338582522,0.07421125139669972,-1
2020-04-17,0.3160896616929852,0.0,-0.17656066900015943,0.21663662738910527,0.040075958388945836,0.2567125857780511,-0.059609490320850334,0.08025300797827227,-1
2020-04-18,0.3145151403736356,0.0,-0.21575031797170657,0.21575031797170657,0.0,0.21575031797170657,-0.03918964897154714,0.07306454755940758,-1
2020-04-19,0.3131276812978283,0.0,-0.21467847811209878,0.21467847811209878,0.0,0.21467847811209878,0.0010718398596077927,0.03329032638400178,-1
2020-04-20,0.31155073689242246,0.0,-0.2134830288863517,0.2134830288863517,0.0,0.2134830288863517,0.001195449225747075,0.013818979352300689,-1
2020-04-21,0.311054488868103,0.0,-0.21223478379574515,0.21223478379574515,0.0,0.21223478379574515,0.001248245090606559,0.001171844725320494,-1
2020-04-22,0.3116282756462224,0.0,-0.2111992585521783,0.2111992585521783,0.0,0.2111992585521783,0.0010355252435668427,0.0011597398533068441,-1
2020-04-23,0.31195199994333705,0.0,-0.21038553180966135,0.21038553180966135,0.0,0.21038553180966135,0.0008137267425169514,0.0010324990255634696,-1
2020-04-24,0.31450205570893186,0.0,-0.21023301042228953,0.21023301042228953,0.0,0.21023301042228953,0.00015252138737181786,0.0006672577911518892,-1
2020-04-25,0.31533414346064725,0.0,-0.21031169209037814,0.21031169209037814,0.0,0.21031169209037814,-7.868166808860932e-05,0.00034830993265914473,-1
2020-04-26,0.31749650545724245,0.0,-0.2107314052488511,0.2107314052488511,0.0,0.2107314052488511,-0.0004197131584729452,0.00021697207131114263,-1
2020-04-27,0.3200756382555122,0.0,-0.21155039295497394,0.21155039295497394,0.0,0.21155039295497394,-0.0008189877061228479,0.00043912751089481933,-1
2020-04-28,0.3200722459350335,0.0,-0.21241672933355019,0.21241672933355019,0.0,0.21241672933355019,-0.000866336378576249,0.0007016790810573659,-1
2020-04-29,0.31877831798099737,0.39999999999999997,-0.18638632867049365,0.2131036342631242,0.026717305592630556,0.23982093985575476,0.026030400663056535,0.009238574915918563,-1
2020-04-30,0.3178129604961884,0.6,-0.14687343305898226,0.21366669704055866,0.06679326398157638,0.28045996102213505,0.03951289561151139,0.022136544217714743,-1
2020-05-01,0.3160218152834102,1.2,-0.06686751966045518,0.2138127004199232,0.14694518075946802,0.3607578811793912,0.08000591339852708,0.04851640322436502,0
2020-05-02,0.31505742703302375,0.6,-0.026764977110279337,0.2137861162586932,0.18702113914841387,0.40080725540710704,0.04010254255017584,0.05320711718673812,0
2020-05-03,0.31423551624274465,0.39999999999999997,0.00026561188150422965,0.21347283285954022,0.21373844474104445,0.42721127760058464,0.027030588991783566,0.04904634831349552,0
2020-05-04,0.3116617142337986,0.019003000992124493,0.0023432104505241858,0.21266450675222937,0.21500771720275355,0.42767222395498294,0.002077598569019956,0.02307024337032647,0
2020-05-05,0.3115958062930687,0.026888085436664065,0.004953485425172072,0.2118501747661118,0.21680366019128386,0.4286538349573956,0.002610274974647886,0.010572820845150488,0
2020-05-06,0.3109008652121369,0.125666922560215,-0.012613328948288927,0.21109338747925896,0.19848005853097003,0.409573446010229,-0.017566814373461,0.007418229305709632,0
2020-05-07,0.3103886248198462,0.16122424129558133,-0.04120733772334592,0.21038013117445525,0.16917279345110933,0.37955292462556456,-0.028594008775056995,0.01625703270772198,0
2020-05-08,0.3097421454600394,0.17386541734778138,-0.10914292758478052,0.2097768429761755,0.10063391539139498,0.3104107583675705,-0.0679355898614346,0.038032137669984215,-1
2020-05-09,0.3084487021232145,0.21892360403474656,-0.13396136336052,0.2091419424390601,0.07518057907854009,0.2843225215176002,-0.024818435775739486,0.040449344804077046,-1
2020-05-10,0.30638956359261543,0.2502070612708746,-0.1432127615907812,0.2083881813702107,0.0651754197794295,0.2735636011496402,-0.009251398230261193,0.03400180795581178,-1
2020-05-11,0.3052385977158979,0.2804951844912186,-0.1251297760197121,0.2077711122407154,0.08264133622100331,0.2904124484617187,0.018082985571069105,0.017384273192356612,-1
2020-05-12,0.30268418039540185,0.3139496649771415,-0.10509985580673192,0.20691497188895064,0.10181511608221872,0.30873008797116935,0.020029920212980168,0.015788101338103506,-1
2020-05-13,0.30153369913589556,0.32744730243309983,-0.09072238150776556,0.20601506776913664,0.11529268626137108,0.3213077540305077,0.014377474298966367,0.017496793361005233,0
2020-05-14,0.30202994716021503,0.3050674173951696,-0.08031160768809249,0.20521204918263175,0.12490044149453926,0.330112490677171,0.010410773819673064,0.014939389443873219,0
2020-05-15,0.2981026092802492,0.3509278227193206,-0.06736682087403836,0.20409383835177172,0.13672701747773336,0.34082085582950505,0.01294478681405413,0.012577678310897872,0
2020-05-16,0.3010544127139698,0.31509268756410597,-0.06023300413259511,0.20338346859337125,0.14315046446077614,0.34653393305414737,0.007133816741443255,0.010163125791723501,0
2020-05-17,0.2999858317631647,0.3740347694784079,-0.05134694048856256,0.20276826175187807,0.1514213212633155,0.35418958301519354,0.008886063644032549,0.009654889066509997,0
2020-05-18,0.30006530898580963,0.4039395434274425,-0.04260469072453882,0.202271263641318,0.1596665729167792,0.3619378365580972,0.00874224976402374,0.008254043383166534,0
2020-05-19,0.29970717686669623,0.44209749332697124,-0.03375927811698065,0.20198526276139575,0.1682259846444151,0.37021124740581085,0.008845412607558167,0.008824575338538171,0
2020-05-20,0.3010611973549273,0.42947266014767516,-0.026899278196285098,0.2019398694913446,0.1750405912950595,0.3769804607864041,0.006859999920695553,0.008149220764092505,0
2020-05-21,0.3001021398938646,0.42812521899308253,-0.018494641427354547,0.2017546649495359,0.18326002352218135,0.38501468847171727,0.008404636768930551,0.008036683099061442,0
2020-05-22,0.30309222808727393,0.452630371807081,-0.012180949150276704,0.20223401788127607,0.19005306873099936,0.3922870866122754,0.0063136922770778425,0.0071927763222346675,0
2020-05-23,0.29899624341779324,0.46856546979036995,-0.0017322726644280473,0.20203628945265326,0.2003040167882252,0.40234030624087846,0.010448676485848657,0.008389001843952368,0
2020-05-24,0.29867397297231235,0.5072457663862843,0.007291354957830676,0.20191025911211125,0.20920161406994192,0.41111187318205317,0.009023627622258723,0.008595332128395092,0
2020-05-25,0.2964369799251847,0.5404037400960296,0.016754817826742208,0.20156168535531843,0.21831650318206064,0.41987818853737907,0.009463462868911532,0.009645255659006322,0
2020-05-26,0.29679268895824185,0.5395692011807188,0.023545266341268162,0.20128169035420293,0.2248269566954711,0.426108647049674,0.006790448514525954,0.008425846335232088,0
2020-05-27,0.29516195204238727,0.5185750878238463,0.030063449110680623,0.2007149495579643,0.2307783986686449,0.43149334822660923,0.006518182769412462,0.007590698050950001,0
2020-05-28,0.2930233362891433,0.5478691999091667,0.03874160145937974,0.20003488853679802,0.23877648999617776,0.4388113785329758,0.00867815234869912,0.007328927877545864,0
2020-05-29,0.2910858366785678,0.499695885509839,0.04303871537185633,0.19888143390549828,0.2419201492773546,0.4408015831828529,0.004297113912476586,0.006497816343529407,0
2020-05-30,0.2901122407011676,0.5507356953866767,0.04938061953289785,0.19802794731413653,0.24740856684703438,0.4454365141611709,0.006341904161041523,0.0064390568074057615,0
2020-05-31,0.28903542125777126,0.535238090234728,0.052176294361008124,0.19710197116229314,0.24927826552330126,0.4463802366855944,0.002795674828110273,0.004478230967209479,0
2020-06-01,0.2903254722741174,0.5001662153829655,0.050075831600744775,0.19651483831243155,0.24659066991317632,0.4431055082256079,-0.0021004627602633497,0.0037460139164717334,0
2020-06-02,0.2907204353012857,0.45075529851497365,0.044727022871415056,0.19593147659577417,0.24065849946718923,0.4365899760629634,-0.005348808729329718,0.003414982105901132,0
2020-06-03,0.28964361585788934,0.4701438997237455,0.04202229257670098,0.1954013297587768,0.23742362233547779,0.4328249520942546,-0.002704730294714075,0.003384667261435733,0
2020-06-04,0.2913223298776576,0.47774094050505556,0.03750161300593788,0.19523791398659265,0.23273952699253053,0.42797744097912316,-0.004520679570763103,0.004191406198268984,0
2020-06-05,0.2918975705074107,0.434356690486673,0.03305941159432396,0.19531589729668056,0.22837530889100452,0.4236912061876851,-0.004442201411613916,0.003889203759030383,0
2020-06-06,0.2902925183037524,0.8368525900126531,0.05215277358824616,0.19533321657510008,0.24748599016334624,0.4428192067384463,0.019093361993922198,0.009352080992099757,0
2020-06-07,0.29065598121218955,0.9702242009496373,0.08105122843257095,0.19548890385207546,0.2765401322846464,0.47202903613672187,0.028898454844324795,0.01747800608328699,0
2020-06-08,0.29024793352031747,1.4385601049613126,0.14373706836988404,0.19548145470006711,0.33921852306995115,0.5346999777700183,0.06268583993731308,0.03689255225852004,1
2020-06-09,0.2887887510972452,0.9128912091083184,0.17479021124092067,0.19529587770065795,0.37008608894157863,0.5653819666422366,0.031053142871036638,0.04087914588422486,1
2020-06-10,0.28927046060522726,0.7601130742872446,0.1941940479081007,0.19526002865661757,0.38945407656471825,0.5847141052213358,0.019403836667180013,0.03771427315850993,1
2020-06-11,0.28811077161870724,0.41022549454655843,0.18999300546810868,0.19495149409186988,0.38494449955997856,0.5798959936518484,-0.004201042439992003,0.018219340659402904,1
2020-06-12,0.288830912794624,0.37197667659027234,0.18612105469468387,0.19465688012993793,0.3807779348246218,0.5754348149545597,-0.0038719507734248093,0.009158943293532293,1
2020-06-13,0.2898098395613479,0.36509175410432215,0.15465697961694175,0.19461050915868572,0.34926748877562747,0.5438779979343131,-0.031464075077742126,0.013179022763719664,1
2020-06-14,0.29167173888696846,0.3014661375014537,0.10989086185392952,0.19470809304999562,0.30459895490392513,0.4993070479539208,-0.04476611776301223,0.02670071453805974,1
2020-06-15,0.28206779336396204,0.4297470328555168,0.04329481050021622,0.19392222657048147,0.2372170370706977,0.43113926364117916,-0.0665960513537133,0.04760874806482257,0
2020-06-16,0.28319355914569455,0.43594266445589697,0.011975390826052729,0.1933846961960471,0.20536008702209982,0.3987447832181469,-0.03131941967416349,0.047560529596963025,0
2020-06-17,0.28437602514114335,0.40000426948232215,-0.011607242972213938,0.1929144875328886,0.18130724456067465,0.37422173209356324,-0.023582633798266667,0.04049936827538117,0
2020-06-18,0.2873787133820452,0.30982430893947155,-0.018243036994623485,0.19284415866098073,0.17460112166635725,0.367445280327338,-0.006635794022409547,0.020512615831613252,0
2020-06-19,0.28914029694493704,0.2818684993065546,-0.024291378817838355,0.19287388121198557,0.1685825023941472,0.36145638360613275,-0.00604834182321487,0.012088923214630379,0
2020-06-20,0.29186869184427167,0.18549995124340057,-0.036484695558449326,0.1930716752551798,0.15658697969673047,0.3496586549519103,-0.012193316740610971,0.008292484195411814,0
2020-06-21,0.2941812851763542,0.18549995124340057,-0.04447154788936311,0.19331276749442278,0.14884121960505967,0.3421539870994824,-0.007986852330913785,0.008742836964913228,0
2020-06-22,0.2975895980230719,0.18549995124340057,-0.06227678824869118,0.19480394805490311,0.13252715980621194,0.3273311078611151,-0.017805240359328067,0.012661803143617626,0
2020-06-23,0.3007720792493473,0.18549995124340057,-0.08069344382205858,0.19649271737240603,0.11579927355034746,0.3122919909227535,-0.0184166555733674,0.014736249421203102,0
2020-06-24,0.3047008709809469,0.18549995124340057,-0.09697349634557918,0.19844532634260628,0.1014718299970271,0.2999171563396334,-0.016280052523520605,0.017500649485405376,0
2020-06-25,0.3110542026204277,0.18549995124340057,-0.10755203143987577,0.20071983179396927,0.0931678003540935,0.2938876321480628,-0.010578535094296584,0.01509174773039488,-1
2020-06-26,0.3166292390186418,0.18549995124340057,-0.11662966536875505,0.20336069585254507,0.08673103048379002,0.29009172633633507,-0.00907763392887928,0.011978740515565509,-1
2020-06-27,0.32559514204396856,0.18549995124340057,-0.11986976714920608,0.2066007976329961,0.08673103048379002,0.29333182811678615,-0.0032401017804510324,0.007632090267875651,-1
2020-06-28,0.3321059742771055,0.18549995124340057,-0.12351319395371158,0.2102442244375016,0.08673103048379002,0.2969752549212916,-0.003643426804505495,0.005320387504611955,-1
2020-06-29,0.33704228519089274,0.0,-0.1396935628219525,0.2140344460937725,0.07434088327182001,0.2883753293655925,-0.016180368868240924,0.007687965817732502,-1
2020-06-30,0.34200379619966503,0.0,-0.15604484317158607,0.21799557923143606,0.06195073605985,0.27994631529128605,-0.016351280349633568,0.012058358674126681,-1
2020-07-01,0.3467622525969237,0.0,-0.17247582944770937,0.22203641829558937,0.04956058884788,0.27159700714346935,-0.0164309862761233,0.01632087849799928,-1
2020-07-02,0.35130117739748645,0.0,-0.1887325055668363,0.22590294720274628,0.03717044163591,0.2630733888386563,-0.016256676119126928,0.016346314248294618,-1
